day,min,max,dtr
1027,-2.7,4.9,7.6
1028,-5.9,0.3,6.2
1029,-11.8,1.4,13.2
1030,-13.2,2.5,15.7
1031,-13.3,-2.8,10.5
1032,-19.7,-2.8,16.9
1033,-12.8,0.7,13.5
1034,-12.7,1.9,14.6
1035,-14.5,3.4,17.9
1036,-4.2,10,14.2
1037,-2.2,3.2,5.4
1038,-8.8,-1.8,7
1039,-13.2,2.5,15.7
1040,-10.8,-2.7,8.1
1041,-13,-4.4,8.6
1042,-14.4,-0.6,13.8
1043,-8.7,-1,7.7
1044,-16,-3.3,12.7
1045,-18.5,1.2,19.7
1046,-3.2,3.1,6.3
1047,-7.2,3.5,10.7
1048,-9.3,1.3,10.6
1049,-12.5,-1.1,11.4
1050,-13.5,-2.7,10.8
1051,-14.9,1.2,16.1
1052,-11.9,8.1,20
1053,-9.4,4.3,13.7
1054,-13.1,3.5,16.6
1055,-11.8,7,18.8
1056,-9.9,11.3,21.2
1057,-0.1,5.1,5.2
1058,0.1,2.8,2.7
1059,-2.4,7.3,9.7
1060,-2.4,2.7,5.1
1061,-6.2,3.4,9.6
1062,-8.7,2.5,11.2
1063,-8.8,2.9,11.7
1064,-10.6,4.6,15.2
1065,-8.8,7.3,16.1
1066,-7.7,7.2,14.9
1067,-9,5,14
1068,-9.8,2.4,12.2
1069,-11.8,3.6,15.4
1070,-10.4,4,14.4
1071,-5.5,1.9,7.4
1072,-10.1,3.7,13.8
1073,-10.8,6.6,17.4
1074,-6.8,7,13.8
1075,-5.1,6.7,11.8
1076,-7,7.7,14.7
1077,0.5,5,4.5
1078,-2.6,4,6.6
1079,-6,7.2,13.2
1080,-4.4,6.4,10.8
1081,-5.2,9,14.2
1082,0.6,4.7,4.1
1083,-4.3,5.4,9.7
1084,-7.8,5.6,13.4
1085,-4.6,2.7,7.3
1086,-6.5,-0.4,6.1
1087,-10.6,0.8,11.4
1088,-14,-3.7,10.3
1089,-14.4,-7.5,6.9
1090,-21,-6.1,14.9
1091,-19.8,-3.6,16.2
1092,-17.3,1.5,18.8
1093,-11.6,4.7,16.3
1094,-5.5,3.4,8.9
1095,-2,4.4,6.4
1096,-6.7,6.3,13
1097,-7.6,7.8,15.4
1098,-4.8,10.4,15.2
1099,-5.8,11.5,17.3
1100,-6.3,16.2,22.5
1101,-3.3,14.2,17.5
1102,-1.8,8,9.8
1103,0.7,2.6,1.9
1104,0.1,3,2.9
1105,-0.8,3.3,4.1
1106,0,6,6
1107,-2.2,9.2,11.4
1108,-5,9.4,14.4
1109,-5,5,10
1110,-7.4,6.3,13.7
1111,-1.4,4,5.4
1112,-4.7,9.2,13.9
1113,-6.4,13.6,20
1114,-2.7,19.3,22
1115,5.6,17.1,11.5
1116,2.6,7.4,4.8
1117,2.2,6.2,4
1118,-1.3,18.2,19.5
1119,-2.4,19,21.4
1120,5.6,19,13.4
1121,1,14.1,13.1
1122,3.3,6,2.7
1123,1.6,12,10.4
1124,-0.7,11.2,11.9
1125,1.2,10.7,9.5
1126,-4.4,7,11.4
1127,-6,8.4,14.4
1128,-6,11.8,17.8
1129,-3.8,16.3,20.1
1130,-2.7,17.6,20.3
1131,-3.8,20,23.8
1132,4.5,21.1,16.6
1133,7.6,18.1,10.5
1134,-0.6,24,24.6
1135,2.1,24.9,22.8
1136,7,21.1,14.1
1137,14,23.4,9.4
1138,11.7,18.1,6.4
1139,10.1,15,4.9
1140,3,17,14
1141,-1.2,19.9,21.1
1142,1.4,24.4,23
1143,2,15.1,13.1
1144,2.6,12.9,10.3
1145,0.2,18.4,18.2
1146,0.7,18.1,17.4
1147,0.1,20.9,20.8
1148,1,21.4,20.4
1149,1.8,22.3,20.5
1150,9.5,22.4,12.9
1151,7,24,17
1152,6.6,20.9,14.3
1153,1.6,24.6,23
1154,3.7,24.4,20.7
1155,6.7,19.1,12.4
1156,1.9,20.7,18.8
1157,7.2,15.5,8.3
1158,6.5,14.1,7.6
1159,1,18.2,17.2
1160,-0.5,21.2,21.7
1161,1.5,24,22.5
1162,11.2,13.6,2.4
1163,13,19.2,6.2
1164,8.8,18.8,10
1165,7.4,23.8,16.4
1166,5.4,25.4,20
1167,8.2,24.4,16.2
1168,8.1,24.8,16.7
1169,7.5,25.2,17.7
1170,6.8,28.4,21.6
1171,12.5,26.6,14.1
1172,9.4,19.2,9.8
1173,10.4,22.7,12.3
1174,5.3,27.2,21.9
1175,13,26.9,13.9
1176,14,27.8,13.8
1177,7.4,30.4,23
1178,11,30.4,19.4
1179,12.4,28,15.6
1180,15.8,21.5,5.7
1181,15.8,23.4,7.6
1182,13,16,3
1183,11.8,21.2,9.4
1184,5.1,21.9,16.8
1185,8.8,25.2,16.4
1186,8.8,21.5,12.7
1187,10.2,27.6,17.4
1188,14.5,21.4,6.9
1189,16.3,24.7,8.4
1190,16.9,19.1,2.2
1191,15.2,26,10.8
1192,15.1,28,12.9
1193,13.8,28.9,15.1
1194,12.1,30.2,18.1
1195,14.8,29.4,14.6
1196,19.8,23.4,3.6
1197,19.2,27.7,8.5
1198,18.5,29,10.5
1199,19,26.5,7.5
1200,16.7,27.6,10.9
1201,13.5,30.3,16.8
1202,16.2,26,9.8
1203,12.6,27.4,14.8
1204,15.8,28,12.2
1205,13.4,29,15.6
1206,15.9,28,12.1
1207,14.6,26.7,12.1
1208,16,29,13
1209,14.2,30.9,16.7
1210,16.1,29,12.9
1211,16.9,28.2,11.3
1212,17.4,27.4,10
1213,19,28.7,9.7
1214,18.6,30.3,11.7
1215,19,31.2,12.2
1216,20.8,25.2,4.4
1217,20,27.9,7.9
1218,19,27.8,8.8
1219,18.8,25.9,7.1
1220,17.6,27.9,10.3
1221,20,24.5,4.5
1222,16.5,30.6,14.1
1223,20.2,31.7,11.5
1224,17.8,24.5,6.7
1225,15.6,22.8,7.2
1226,18.2,22.6,4.4
1227,19.8,27.2,7.4
1228,18.4,26.9,8.5
1229,18.2,25.4,7.2
1230,17.2,28,10.8
1231,19.6,30.1,10.5
1232,21.8,26.2,4.4
1233,21,28,7
1234,22.1,27.8,5.7
1235,20.6,23.2,2.6
1236,19.9,29.6,9.7
1237,23,31.2,8.2
1238,21.5,26.2,4.7
1239,22.5,31.6,9.1
1240,22.8,28.6,5.8
1241,24.8,28,3.2
1242,22.1,27.6,5.5
1243,21,30.5,9.5
1244,20.3,32.6,12.3
1245,22.6,31.9,9.3
1246,24,27.3,3.3
1247,21.6,30.7,9.1
1248,20.7,30.1,9.4
1249,22.7,27.8,5.1
1250,22,26.8,4.8
1251,21.2,28.8,7.6
1252,19.6,23.6,4
1253,18.4,26.8,8.4
1254,17.2,28.4,11.2
1255,16.6,29.4,12.8
1256,18.6,27.4,8.8
1257,17.9,21.8,3.9
1258,19,25.8,6.8
1259,18.4,28.1,9.7
1260,18,30.4,12.4
1261,20,32.1,12.1
1262,18.2,31.8,13.6
1263,20.1,29.9,9.8
1264,17.3,30.2,12.9
1265,18,29.5,11.5
1266,16.5,31.3,14.8
1267,18.3,33,14.7
1268,19.2,32.8,13.6
1269,18.8,33.1,14.3
1270,20.4,26.8,6.4
1271,20.1,24.7,4.6
1272,22.4,27.5,5.1
1273,21.3,31.2,9.9
1274,15.4,30,14.6
1275,10.6,26.7,16.1
1276,12.4,27.2,14.8
1277,18.7,25.6,6.9
1278,19.5,29.9,10.4
1279,18.6,27.9,9.3
1280,16.6,30.8,14.2
1281,16.1,30.1,14
1282,20,26.6,6.6
1283,19.8,27.1,7.3
1284,21.6,24.6,3
1285,18.2,24.1,5.9
1286,17.4,27.8,10.4
1287,15.7,29.7,14
1288,15.2,28.8,13.6
1289,14.8,29.1,14.3
1290,17.4,24.5,7.1
1291,16.5,24.4,7.9
1292,14,27.6,13.6
1293,15.4,24.6,9.2
1294,13,26,13
1295,10.3,25.2,14.9
1296,11,23.4,12.4
1297,15,25.8,10.8
1298,10.2,26.5,16.3
1299,9.3,23.2,13.9
1300,9.2,23.4,14.2
1301,9.8,24.5,14.7
1302,9.9,21.6,11.7
1303,12.5,24.4,11.9
1304,11.5,22.8,11.3
1305,10.1,19.4,9.3
1306,14.6,19,4.4
1307,8.8,21.9,13.1
1308,5.2,24,18.8
1309,8,19.1,11.1
1310,9.3,26.2,16.9
1311,9.5,25.5,16
1312,11.2,24.6,13.4
1313,8,20.6,12.6
1314,5.8,22.1,16.3
1315,6.5,22.8,16.3
1316,4.2,18.3,14.1
1317,1.8,22.4,20.6
1318,5.4,23.4,18
1319,4.2,23.6,19.4
1320,3.4,23.2,19.8
1321,3.6,20.3,16.7
1322,4.3,24.7,20.4
1323,3.2,17.1,13.9
1324,0.8,18.3,17.5
1325,5.6,17.2,11.6
1326,4.4,16.8,12.4
1327,2.4,20.7,18.3
1328,2.5,13.8,11.3
1329,-2.2,14.3,16.5
1330,-0.6,17.4,18
1331,-0.6,15.6,16.2
1332,-2.6,16.4,19
1333,0.1,16.8,16.7
1334,5.2,20.2,15
1335,2.4,24.2,21.8
1336,5.4,15.4,10
1337,2.1,15.4,13.3
1338,-1.4,17.4,18.8
1339,0.9,18.7,17.8
1340,0.2,19,18.8
1341,1.7,18.7,17
1342,1.2,17.8,16.6
1343,2,17.8,15.8
1344,-5.4,11.2,16.6
1345,-5.2,16.1,21.3
1346,-2.5,18.9,21.4
1347,-1.7,15.9,17.6
1348,-2.4,11.7,14.1
1349,-5,11.5,16.5
1350,-1.5,9.4,10.9
1351,-2.4,7,9.4
1352,-1.2,7.9,9.1
1353,-4,13.4,17.4
1354,-4.6,9.4,14
1355,-7.3,9.7,17
1356,-8.8,11.5,20.3
1357,-2.8,13.1,15.9
1358,-3.4,11.3,14.7
1359,-2.9,11.5,14.4
1360,-2.8,9.1,11.9
1361,-4.7,12.4,17.1
1362,-3.6,11.4,15
1363,4.2,11.7,7.5
1364,-6.4,5.5,11.9
1365,-9.4,10.5,19.9
1366,-3.3,13.4,16.7
1367,-4.4,13.8,18.2
1368,-1.8,11.6,13.4
1369,-4.5,11.7,16.2
1370,-5.2,11.3,16.5
1371,-6,9.6,15.6
1372,-6.5,13,19.5
1373,-5.8,7.8,13.6
1374,-9.6,10.2,19.8
1375,-9,14.5,23.5
1376,-7,15.6,22.6
1377,4.6,15,10.4
1378,0.2,5.8,5.6
1379,-6.6,3.4,10
1380,-8.5,5.6,14.1
1381,-6,2.7,8.7
1382,-11.7,-3.1,8.6
1383,-12.4,3.5,15.9
1384,-1.4,9.4,10.8
1385,-4.8,12.4,17.2
1386,-5.2,15.3,20.5
1387,2.3,8.3,6
1388,-1.9,3.2,5.1
1389,-3.6,4.8,8.4
1390,-4.6,11,15.6
1391,-1.5,6.7,8.2
1392,-2.4,9.9,12.3
1393,1.5,12.1,10.6
1394,2.6,6.8,4.2
1395,2.6,5.2,2.6
1396,0.6,5.8,5.2
1397,-0.9,4.3,5.2
1398,-7.6,-0.9,6.7
1399,-15.3,-3.2,12.1
1400,-13.5,0.8,14.3
1401,-10.9,3.3,14.2
1402,-2.8,6.6,9.4
1403,-6.7,5,11.7
1404,-7.6,2.8,10.4
1405,-9.4,2.6,12
1406,-7,2.4,9.4
1407,-0.4,7.6,8
1408,-0.8,4.6,5.4
1409,-2.6,5.4,8
1410,-1.8,4.4,6.2
1411,-7.1,6.3,13.4
1412,-8.6,6.5,15.1
1413,-7.4,4.8,12.2
1414,-2.2,3,5.2
1415,-5.6,4,9.6
1416,-9.4,3.5,12.9
1417,-3,2.8,5.8
1418,-6.2,-1.5,4.7
1419,-9.4,-1.8,7.6
1420,-14,0.6,14.6
1421,-13.8,4.3,18.1
1422,-9.5,5,14.5
1423,-3.4,2.6,6
1424,-7,1.4,8.4
1425,-7.8,3.8,11.6
1426,-4.4,6.7,11.1
1427,-9.6,6.5,16.1
1428,-6.8,7.4,14.2
1429,-10.2,9.6,19.8
1430,-3.2,8.6,11.8
1431,-4.8,3.2,8
1432,-7.2,-0.6,6.6
1433,-11.1,2.4,13.5
1434,-12.4,2.4,14.8
1435,-1.2,2.7,3.9
1436,-9.1,2.4,11.5
1437,-14.2,3,17.2
1438,-12.5,3.8,16.3
1439,-14.5,1.3,15.8
1440,-13.2,0.2,13.4
1441,-13.9,3.1,17
1442,-9,5.2,14.2
1443,-12.3,6.2,18.5
1444,-10.5,5.8,16.3
1445,-5,3.8,8.8
1446,-7.8,4.2,12
1447,-6.2,8,14.2
1448,-9,0.6,9.6
1449,-11.2,2.7,13.9
1450,-9.4,5,14.4
1451,-11.1,1.6,12.7
1452,-13.2,2.8,16
1453,-7.1,2,9.1
1454,-9.2,6.2,15.4
1455,-1.7,6.1,7.8
1456,-4.4,4.8,9.2
1457,-4.5,9.4,13.9
1458,-7.6,14.4,22
1459,-4.6,18.5,23.1
1460,-0.6,14.3,14.9
1461,6.2,18,11.8
1462,4.1,13.6,9.5
1463,3.4,5.9,2.5
1464,-3.2,8.6,11.8
1465,-0.5,7.8,8.3
1466,0.4,3.2,2.8
1467,-4.2,4.6,8.8
1468,-7.6,8.2,15.8
1469,-4.2,11.4,15.6
1470,-5.6,13.3,18.9
1471,-3.8,9.6,13.4
1472,-6.4,16.2,22.6
1473,-3.4,14,17.4
1474,-5,17.9,22.9
1475,-3,18.4,21.4
1476,4.2,18.8,14.6
1477,2.7,7.1,4.4
1478,1,6.8,5.8
1479,0.2,6.8,6.6
1480,1,12,11
1481,-2.7,9.6,12.3
1482,-1.8,11.6,13.4
1483,-4.5,13.6,18.1
1484,3.1,8.4,5.3
1485,3.5,9.7,6.2
1486,3,13.1,10.1
1487,4,18,14
1488,3,17,14
1489,3.6,15.1,11.5
1490,2,19.2,17.2
1491,-1.2,19.7,20.9
1492,-0.8,20.5,21.3
1493,7.6,19.1,11.5
1494,4.2,19.1,14.9
1495,-0.2,20.4,20.6
1496,5.1,18.5,13.4
1497,0.7,24.1,23.4
1498,2.6,21.1,18.5
1499,7.1,16.1,9
1500,3.6,18.1,14.5
1501,10.2,16.5,6.3
1502,6.1,11.2,5.1
1503,3.9,13.6,9.7
1504,-0.1,9.6,9.7
1505,-1.9,13.3,15.2
1506,0.9,16.4,15.5
1507,2.2,8.9,6.7
1508,2.4,12.5,10.1
1509,-0.4,20.9,21.3
1510,7.8,16.3,8.5
1511,1.1,18.7,17.6
1512,1.5,22.7,21.2
1513,2.4,24.8,22.4
1514,5.6,18.8,13.2
1515,1.2,22.5,21.3
1516,3.5,19.3,15.8
1517,-0.2,20.3,20.5
1518,2.2,23.8,21.6
1519,1.6,25.1,23.5
1520,2,22.3,20.3
1521,7,20.8,13.8
1522,6.9,16.3,9.4
1523,4.8,17.7,12.9
1524,3.7,20.4,16.7
1525,2.8,23.7,20.9
1526,5.9,27.6,21.7
1527,7.3,25.9,18.6
1528,11.7,16,4.3
1529,12.3,20.1,7.8
1530,10.7,17.1,6.4
1531,4.8,17.6,12.8
1532,2.2,20.6,18.4
1533,3.1,21.4,18.3
1534,3.7,22.3,18.6
1535,11.2,17.1,5.9
1536,10.2,21.7,11.5
1537,10.4,18.9,8.5
1538,11.6,17.3,5.7
1539,11.7,20,8.3
1540,10.2,21.8,11.6
1541,8.7,25.8,17.1
1542,7.9,25.3,17.4
1543,10.5,25.8,15.3
1544,9.6,25,15.4
1545,9.4,21.1,11.7
1546,6.5,20.5,14
1547,4.7,15.7,11
1548,7.7,18.5,10.8
1549,6.6,20,13.4
1550,5.7,22.5,16.8
1551,10.3,22.4,12.1
1552,11.9,27.6,15.7
1553,11.3,27.6,16.3
1554,9.7,29.3,19.6
1555,10.3,29.8,19.5
1556,12,26.7,14.7
1557,15,23.3,8.3
1558,16,25.9,9.9
1559,14.7,24.8,10.1
1560,8.5,19.6,11.1
1561,4.6,23,18.4
1562,14.2,27,12.8
1563,12.8,21.6,8.8
1564,12,21.5,9.5
1565,13.5,23.7,10.2
1566,14.2,20.1,5.9
1567,12.5,25.5,13
1568,12.5,28.3,15.8
1569,12.5,29.3,16.8
1570,15.8,24.8,9
1571,14.3,26.5,12.2
1572,12.3,24.4,12.1
1573,9.1,26.9,17.8
1574,11.5,25.6,14.1
1575,16.8,26.2,9.4
1576,14.1,23.7,9.6
1577,9.7,25.9,16.2
1578,15.2,28,12.8
1579,14.3,28.2,13.9
1580,14.7,29.6,14.9
1581,14.6,29.8,15.2
1582,13.7,30.3,16.6
1583,16.5,30.2,13.7
1584,14.5,29.4,14.9
1585,19.5,28.8,9.3
1586,17.5,27,9.5
1587,19.9,29.9,10
1588,18.6,30.2,11.6
1589,15.8,31.5,15.7
1590,16.5,30.6,14.1
1591,18.4,31.9,13.5
1592,15.1,29,13.9
1593,19.1,28.5,9.4
1594,18.2,26.6,8.4
1595,17.8,21.7,3.9
1596,19.6,27.9,8.3
1597,19.3,29.2,9.9
1598,18.7,28.2,9.5
1599,18.5,25.6,7.1
1600,19.6,23.9,4.3
1601,20.6,28.5,7.9
1602,20.2,31.4,11.2
1603,21.4,31.6,10.2
1604,21.9,31.5,9.6
1605,23.6,30.1,6.5
1606,21.3,31.9,10.6
1607,21.1,32.2,11.1
1608,22.6,31.7,9.1
1609,20.5,31.7,11.2
1610,20.7,31.2,10.5
1611,22.7,31.9,9.2
1612,21.5,32.8,11.3
1613,20.9,31.9,11
1614,21.3,30.4,9.1
1615,19.3,31.1,11.8
1616,20.7,29.7,9
1617,16.9,28.3,11.4
1618,13.4,29.5,16.1
1619,16.9,28.6,11.7
1620,19.9,27.9,8
1621,19.1,27,7.9
1622,19.8,31,11.2
1623,19,30.3,11.3
1624,20,31.1,11.1
1625,21,28,7
1626,17.8,25.2,7.4
1627,16.7,29,12.3
1628,19.3,22.7,3.4
1629,18.8,22.5,3.7
1630,20.4,28.3,7.9
1631,20,26.5,6.5
1632,18.8,27.6,8.8
1633,17.7,30.7,13
1634,17.7,30.2,12.5
1635,17.8,28.6,10.8
1636,19.8,30.8,11
1637,20.5,29.1,8.6
1638,19.1,27.4,8.3
1639,17.5,25.8,8.3
1640,16.1,25.7,9.6
1641,20.3,24.5,4.2
1642,19.4,30.5,11.1
1643,19.5,30.8,11.3
1644,19.6,30.7,11.1
1645,20.8,27.4,6.6
1646,22,28,6
1647,24.3,28.3,4
1648,21.7,28.1,6.4
1649,18.4,29.1,10.7
1650,17.3,29.6,12.3
1651,16.3,30.2,13.9
1652,19.4,22.7,3.3
1653,17,26.8,9.8
1654,12.9,20.3,7.4
1655,12.7,26.3,13.6
1656,12.6,25.6,13
1657,11.8,22.6,10.8
1658,15,18.4,3.4
1659,14.1,26.2,12.1
1660,13.6,27.2,13.6
1661,10.7,25.4,14.7
1662,9.1,24.3,15.2
1663,11.6,23.1,11.5
1664,10.1,25,14.9
1665,10.4,22.4,12
1666,10.9,24.3,13.4
1667,7.7,24.3,16.6
1668,9.1,21.5,12.4
1669,17.2,22.2,5
1670,10.2,23.9,13.7
1671,5.2,21.3,16.1
1672,2.5,20.7,18.2
1673,6.7,18,11.3
1674,12.5,21.5,9
1675,6,22,16
1676,6.9,24.7,17.8
1677,9.4,25.5,16.1
1678,12.5,22.2,9.7
1679,11.8,18,6.2
1680,5.9,17,11.1
1681,2.5,18.1,15.6
1682,8.4,20.1,11.7
1683,6.8,20.1,13.3
1684,3.9,19.5,15.6
1685,3.6,20,16.4
1686,5.5,21.2,15.7
1687,5.1,19.7,14.6
1688,5.3,21.2,15.9
1689,3.7,21.8,18.1
1690,8.4,21.9,13.5
1691,6.9,20.6,13.7
1692,10.5,18.9,8.4
1693,6.7,19.5,12.8
1694,7.5,19.3,11.8
1695,2.7,18.7,16
1696,0.9,19.6,18.7
1697,1.4,18.8,17.4
1698,4.7,18,13.3
1699,3.9,14.4,10.5
1700,2.3,11.8,9.5
1701,-0.6,15.3,15.9
1702,-2.5,16.7,19.2
1703,-2,17.4,19.4
1704,2.3,17.8,15.5
1705,2.4,13.7,11.3
1706,0,14.8,14.8
1707,-0.7,13,13.7
1708,-3.2,15.4,18.6
1709,1.1,12.2,11.1
1710,0,16.8,16.8
1711,-1.7,11.8,13.5
1712,-1.3,17.2,18.5
1713,-1.3,17.9,19.2
1714,0.2,12.1,11.9
1715,1.5,8.7,7.2
1716,-0.3,4.1,4.4
1717,-1.3,11,12.3
1718,-1.2,13.9,15.1
1719,-0.4,16.5,16.9
1720,1.3,15.5,14.2
1721,1.1,14.1,13
1722,-4.8,8,12.8
1723,-6.5,11.8,18.3
1724,-4.5,14.2,18.7
1725,1.5,19.8,18.3
1726,-2,7.1,9.1
1727,-5.6,7.3,12.9
1728,-1.1,9.5,10.6
1729,-2.5,11.6,14.1
1730,-4.4,12.6,17
1731,-2.9,8.3,11.2
1732,-11.1,-1.9,9.2
1733,-12.3,4.6,16.9
1734,-8.6,9.8,18.4
1735,-7.2,11.8,19
1736,-5,14.4,19.4
1737,-3.1,10,13.1
1738,-4.9,8.9,13.8
1739,-5.4,6.2,11.6
1740,-7.9,10.7,18.6
1741,-4,12,16
1742,3.8,11.6,7.8
1743,6.8,11.2,4.4
1744,-0.5,10.1,10.6
1745,-2.9,6.5,9.4
1746,-2.5,8.6,11.1
1747,-7,0.6,7.6
1748,-7.2,5.4,12.6
1749,-5.6,5.5,11.1
1750,-9.5,-1.2,8.3
1751,-12,0.3,12.3
1752,-6.9,3.5,10.4
1753,-8.3,4.8,13.1
1754,-7.2,4.9,12.1
1755,-8.4,3.1,11.5
1756,-0.5,6.3,6.8
1757,-0.8,7.1,7.9
1758,-6.2,2.3,8.5
1759,-8.7,-2.3,6.4
1760,-11.5,-1.7,9.8
1761,-13.5,2,15.5
1762,-11.5,6,17.5
1763,-2.8,3.8,6.6
1764,1.6,4.5,2.9
1765,-5.9,4.5,10.4
1766,-7.2,5.8,13
1767,-7.5,3.5,11
1768,-10.3,5.6,15.9
1769,-7.6,8.6,16.2
1770,-5.1,5.5,10.6
1771,-7.7,4.1,11.8
1772,-11.7,4.2,15.9
1773,-8.9,5.4,14.3
1774,-5.4,2.6,8
1775,-7,4.6,11.6
1776,-2.5,4.1,6.6
1777,-4.8,3.9,8.7
1778,-8.3,1.2,9.5
1779,-10.3,2.1,12.4
1780,-8.6,1.8,10.4
1781,-6.9,-0.8,6.1
1782,-9.3,-2.7,6.6
1783,-13.1,-2.7,10.4
1784,-14.3,0.2,14.5
1785,-12.2,-4.2,8
1786,-12.2,-3.2,9
1787,-14.3,-2.8,11.5
1788,-17.5,-1,16.5
1789,-16.4,1.8,18.2
1790,-11.1,2.6,13.7
1791,-10.2,6.5,16.7
1792,-2.5,9.4,11.9
1793,-6.6,4.1,10.7
1794,-8.5,-1.4,7.1
1795,-11.3,-2,9.3
1796,-14,1.1,15.1
1797,-8.2,4,12.2
1798,-7.5,6.4,13.9
1799,-5.9,2.9,8.8
1800,-12.3,4.8,17.1
1801,-10.4,5.1,15.5
1802,-5.2,8.4,13.6
1803,-8.3,14.4,22.7
1804,-2.7,20.6,23.3
1805,-5.8,7.6,13.4
1806,-8.3,1.1,9.4
1807,-7,2.6,9.6
1808,-10.2,5.2,15.4
1809,-4.4,5.3,9.7
1810,-8.7,5.5,14.2
1811,-7.3,6.6,13.9
1812,-9.1,9.7,18.8
1813,-8.3,10.7,19
1814,0.2,7.1,6.9
1815,1.3,5.2,3.9
1816,-3.5,7.8,11.3
1817,-6.1,9.5,15.6
1818,-5.5,7,12.5
1819,0.8,5.3,4.5
1820,-6.2,2.6,8.8
1821,-8.3,-2.8,5.5
1822,-11.5,-1,10.5
1823,-11.7,3.8,15.5
1824,-6.9,4.4,11.3
1825,-5.7,5.2,10.9
1826,-4.7,1.7,6.4
1827,-9,-1,8
1828,-11.6,4.4,16
1829,-7.1,6.9,14
1830,-4,10.6,14.6
1831,-6.6,13.2,19.8
1832,-2,6.4,8.4
1833,-0.6,4.4,5
1834,-3.7,9.3,13
1835,-6.6,8.4,15
1836,-5.2,7.8,13
1837,-3.7,12.1,15.8
1838,-2.3,11.6,13.9
1839,-5.3,14.2,19.5
1840,-3.1,11.3,14.4
1841,-0.5,12.2,12.7
1842,-4.4,7.4,11.8
1843,-6.5,8.5,15
1844,-3.8,9,12.8
1845,-2.7,9.3,12
1846,-4.9,11.5,16.4
1847,-5.3,11.7,17
1848,-4.8,15,19.8
1849,-2.4,16,18.4
1850,1.1,6.5,5.4
1851,0.7,13.7,13
1852,-0.3,14.7,15
1853,-2.9,19.6,22.5
1854,0.5,13.9,13.4
1855,-2.6,12.2,14.8
1856,-2,11.9,13.9
1857,-1.3,12.8,14.1
1858,2.8,16.2,13.4
1859,-2,20.1,22.1
1860,-0.2,20.7,20.9
1861,3.4,11,7.6
1862,-2,15.1,17.1
1863,-4.7,13.7,18.4
1864,-0.3,7.7,8
1865,-1.5,3.5,5
1866,-4.6,11.2,15.8
1867,-5.6,8.8,14.4
1868,-1.7,8.8,10.5
1869,-4.1,13.1,17.2
1870,-4,15.8,19.8
1871,-2,19,21
1872,0.2,20.2,20
1873,-0.1,20.4,20.5
1874,0.3,20.4,20.1
1875,2.9,23.6,20.7
1876,4.1,25.8,21.7
1877,5.2,27.1,21.9
1878,6.2,21.3,15.1
1879,7.7,23.3,15.6
1880,12.4,24.7,12.3
1881,4.1,18.4,14.3
1882,3.6,16,12.4
1883,-1.3,19.8,21.1
1884,6,22.5,16.5
1885,9.7,15.5,5.8
1886,9.3,12.5,3.2
1887,9.2,16.7,7.5
1888,7.7,16.2,8.5
1889,7.1,16,8.9
1890,6.7,20,13.3
1891,4,21.8,17.8
1892,9,23.9,14.9
1893,11.6,22.4,10.8
1894,8.1,25.4,17.3
1895,9.5,22.1,12.6
1896,8.5,15.3,6.8
1897,7.8,23.1,15.3
1898,5.5,23.5,18
1899,14.9,27.1,12.2
1900,10.7,20.5,9.8
1901,8.2,22,13.8
1902,4.8,24.5,19.7
1903,9.8,22.2,12.4
1904,10.9,15.4,4.5
1905,8.7,23.5,14.8
1906,8.9,26,17.1
1907,6.9,28.7,21.8
1908,9.1,22.2,13.1
1909,11.3,22.9,11.6
1910,7.1,23.1,16
1911,9.4,25.2,15.8
1912,11.1,19.8,8.7
1913,9.8,24.6,14.8
1914,7.5,26.9,19.4
1915,9.6,28.9,19.3
1916,9.3,25,15.7
1917,8.4,29.7,21.3
1918,13.8,29.9,16.1
1919,13.2,25.9,12.7
1920,13,19,6
1921,12.7,16.8,4.1
1922,13.1,22.2,9.1
1923,10.8,26.4,15.6
1924,11,27.4,16.4
1925,12.4,29.3,16.9
1926,15.3,26.8,11.5
1927,14,26.5,12.5
1928,14.9,24.8,9.9
1929,14.2,29.5,15.3
1930,18,25.1,7.1
1931,19.7,24.1,4.4
1932,19.5,25.5,6
1933,18.9,29.4,10.5
1934,20,28.5,8.5
1935,18.8,29.5,10.7
1936,17.6,29.4,11.8
1937,18.4,29.9,11.5
1938,16.7,25.5,8.8
1939,15.3,27.9,12.6
1940,16.9,23,6.1
1941,16,26.1,10.1
1942,16.8,28.1,11.3
1943,16.1,28.8,12.7
1944,16.1,28.8,12.7
1945,14.9,27.1,12.2
1946,17,19.9,2.9
1947,16.7,18.9,2.2
1948,16.1,19.9,3.8
1949,15.1,25.2,10.1
1950,15.5,26.5,11
1951,13.7,28.5,14.8
1952,18.7,29.5,10.8
1953,14.3,29,14.7
1954,14.5,29.3,14.8
1955,15.4,29.4,14
1956,20.2,25.3,5.1
1957,20.8,29.3,8.5
1958,20,29.2,9.2
1959,19.7,27.3,7.6
1960,20.3,24.7,4.4
1961,21.7,25.2,3.5
1962,20,28.3,8.3
1963,19.9,27.2,7.3
1964,18.9,24.5,5.6
1965,17.5,19.5,2
1966,17.4,24.6,7.2
1967,16.4,26,9.6
1968,12.1,23.9,11.8
1969,10.4,23.5,13.1
1970,11.5,25.4,13.9
1971,13.5,25.9,12.4
1972,18.5,22.3,3.8
1973,18.5,27.1,8.6
1974,17.4,22.7,5.3
